,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,subcategories,topics,nsfw,limitCountries,limitStage,availableLayouts,favorite,postThumbnail.size,ipCountryCondition.exclude,ipCountryCondition.include,postCount.last30Days,heroImage.url,heroImage.type,heroImage.width,heroImage.height,logo.url,logo.type,logo.width,logo.height,mediaThreshold.RACY,mediaThreshold.ADULT,mediaThreshold.VIOLENCE
18,89e7bb6b-e15f-4168-add7-0b498e335ce7,ncu,中央大學,中央大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8845,False,False,2016-05-19T19:15:15.769Z,2020-08-13T08:42:57.487Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],204,https://megapx-assets.dcard.tw/images/c477af20-4885-4183-898f-fef172a902da/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/61e8d725-fd66-4dc0-98df-e4b3d02cfbaf/orig.jpeg,image/jpeg,200.0,200.0,,,
446,c5f6f3b2-8690-4eee-b60d-d17af2cc5959,ask,問答,在問答板發文不用擔心錯板，我們歡迎大部分的問題！（小部分不歡迎請看板規）在問答板，我們關注問題本身，而非發問的人。這個板希望透過問答的方式，激發大家的思考與討論，引出一些輕鬆有趣的知識；同時，也希望問答板可以成為一個讓大家運用社群的力量，一起解決難題的好地方。板規補充請看：https://www.dcard.tw/f/ask/p/234644860,8727,False,False,2020-10-15T07:14:29.710Z,2020-12-24T03:47:24.543Z,False,False,False,False,True,True,False,False,True,,本板標題請一律使用問題的形式，即使你在文章內會自問自答,[],"['全部', '個人', '美食', '美甲', '重機', '烹飪', '星座']",False,[],0,['classic'],False,small,,,732,https://megapx-assets.dcard.tw/images/81c7e943-ab48-4bd9-a364-9c9740170512/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/16ee5a64-0bb8-44bd-834a-32c766ff5010/full.jpeg,image/jpeg,200.0,200.0,,,
57,7135ff63-25da-439e-bf38-8b3a3743e3ef,nfu,虎尾科大,虎尾科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8676,False,False,2016-05-21T10:15:15.825Z,2020-08-13T08:50:00.026Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],210,https://megapx-assets.dcard.tw/images/a8cf95cb-62a7-4474-adaa-447d5eef2104/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/215678b4-b434-4d9b-b396-5b459d191cc5/orig.jpeg,image/jpeg,200.0,200.0,,,
268,797a4641-1897-45b1-ba4f-3352df8601e3,railway,鐵道,本板討論範圍涵蓋傳統鐵路、高速鐵路、捷運、輕軌、有軌電車等各式各式軌道運具,8653,False,False,2020-02-04T07:35:23.573Z,2020-11-03T13:45:34.627Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link', 'video', 'image']",False,small,[],[],73,https://megapx-assets.dcard.tw/images/e02a1d25-7d11-4498-81a6-148dab514c6a/orig.jpeg,image/jpeg,1334.0,444.0,https://megapx-assets.dcard.tw/images/14ac47d3-f016-48e0-aa6e-fb3241ea7cea/orig.jpeg,image/jpeg,200.0,200.0,,,
321,2ec9978e-181c-4e14-8ada-18533d1e3d45,soccer,足球,供討論、分享、詢問與足球相關的話題。或是各種國內外賽事（例：世足賽、英超、歐冠等...）皆可在此討論！,8567,False,False,2020-02-04T07:44:13.573Z,2020-05-20T10:27:44.871Z,False,False,False,False,False,True,True,False,False,發文請記得在下一步驟加入話題或其他相關分類喲！,,[],"['新手球迷指南', '英超', '歐冠', '球隊介紹', '轉會市場', '德甲', '西甲', '運動彩券', '法國隊', '賽事分析', '2018世足賽', 'Mbappe', '英格蘭隊', '梅西', '孫興慜', '阿根廷隊', 'C羅', '冰島', 'FIFA', '比利時隊', '西葡大戰', '世足16強賽', '內馬爾', '巴西隊', '烏龍球', '烏拉圭隊', '德國隊', '日本隊']",False,[],0,['classic'],False,small,,,36,https://megapx-assets.dcard.tw/images/ed503adf-fff4-4ca4-86a1-ed38bbea8cf8/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/bda447b4-054c-46ca-8490-5a584210b53c/full.jpeg,image/jpeg,200.0,200.0,,,
32,2883c40b-552b-4b86-87ac-8c3209b88a17,ccu,中正大學,中正大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8481,False,False,2016-05-20T09:15:15.789Z,2020-08-13T08:54:29.685Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],325,https://megapx-assets.dcard.tw/images/4194bf5b-1fe2-46a2-85a4-8c3fe59212c6/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/ab892df7-78fc-475a-8959-68e8dcfa2f7c/orig.jpeg,image/jpeg,200.0,200.0,,,
371,3a7bac6f-f2cb-471d-b4fd-17bd26c9249a,disaster,災害回報,本板提供即時災害回報，或各地物資需求分享的專區。,8438,False,False,2020-02-04T07:52:33.573Z,2020-08-13T06:00:04.109Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],2,https://megapx-assets.dcard.tw/images/dbcb6b7d-6c36-4795-92c8-d7af210cd414/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/d02a84e8-1f43-49bc-8638-9252f792f3ba/full.jpeg,image/jpeg,200.0,200.0,,,
9,204997a1-c63d-4dc4-965e-9f018e452d1d,nctu,交通大學,交通大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8345,False,False,2016-05-19T10:15:15.755Z,2020-08-13T08:52:46.478Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],101,https://megapx-assets.dcard.tw/images/37208085-bffc-4a75-a17c-7a2b358515ef/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/b6ef12ed-e127-41db-a3cd-4f9a518eaefa/orig.jpeg,image/jpeg,200.0,200.0,,,
86,70e331cb-0fb7-45c6-8d8b-8a2f8b5c1e8c,fy,輔英科技大學,輔英科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8300,False,False,2016-05-22T15:15:15.864Z,2020-08-13T08:55:14.010Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],494,https://megapx-assets.dcard.tw/images/fb6efb1a-58bb-4aec-8a90-b7df6be0ead0/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/416c6b99-4da5-4e3a-b552-8740e538d76e/orig.jpeg,image/jpeg,200.0,200.0,,,
300,8a2a5245-984b-4757-9c08-eee91a539153,theater,劇場,劇場是大家的，不管音樂舞蹈戲劇傳統藝術，讓我們重新找回臨場感的價值，發揚表演藝術，感動更多人。,8273,False,False,2020-02-04T07:40:43.573Z,2020-09-14T06:43:47.581Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],12,https://megapx-assets.dcard.tw/images/b6092373-29a0-45c8-9e6f-8eef505005df/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/372d99c3-cbba-461c-bcf9-302833576aa2/orig.jpeg,image/jpeg,200.0,200.0,,,
73,cba7e478-e7c5-4d62-8b30-eb303f380e2f,asia,亞洲大學,亞洲大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,8247,False,False,2016-05-22T02:15:15.847Z,2020-08-13T08:54:25.719Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],422,https://megapx-assets.dcard.tw/images/84a70f9d-6b92-4ec9-9929-8fe7d45e91a0/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/76f3ecde-260a-4b80-9ecd-8e0f506523c1/orig.jpeg,image/jpeg,200.0,200.0,,,
404,19202aff-7a81-4da6-bc02-cc0ad07a13e7,math,數學,數學版是一個讓大家自由自在討論數學的地方，讓數學版繁榮的成長吧！！,7993,False,False,2020-05-14T07:36:27.376Z,2020-09-15T04:15:56.264Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],150,https://megapx-assets.dcard.tw/images/4a5b4c95-3549-4f11-9dc8-4593698459e5/orig.jpeg,image/jpeg,800.0,267.0,https://megapx-assets.dcard.tw/images/cb6d0c84-57ea-4bc4-a715-31ba95c39955/orig.jpeg,image/jpeg,200.0,200.0,,,
395,212db32e-b00b-4bce-8702-00958b2e6218,insurance,保險業,"由於保險業一直常被社會大眾所詬病，但以實質效益上而言這項金融商品卻是對許多人都有相當大的幫助，雖說可能會有人認為可能他這輩子都不會用到保險，那為何要多花錢呢?但...你真的確定你永遠都不會遭遇不測嗎?因此希望在板上的大家都可以以良性的言論去做任何有關於保單或是整體保險業的討論，讓比較不熟悉的人可以有良善的討論空間獲知保險相關資訊。

身為是動物園大學風管系的學生，會希望大家可以討論更多有關於整體保險業的發展，可以從會計、財務又亦或是總體經濟的方面去做討論，以期可以讓大家都可以增進更多有關於金融市場相關資訊。",7921,False,False,2020-04-20T05:54:56.992Z,2020-09-14T06:45:48.828Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],78,https://megapx-assets.dcard.tw/images/b24192b5-7e19-4a26-a84e-c5e8ce8f5860/orig.jpeg,image/jpeg,1200.0,400.0,https://megapx-assets.dcard.tw/images/88ff85ba-32b5-49a9-8b6d-2461601aea15/orig.jpeg,image/jpeg,200.0,200.0,,,
51,bb3a7b49-d39a-4408-ab98-9a21d669de19,wzu,文藻外語大學,文藻外語大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7850,False,False,2016-05-21T04:15:15.816Z,2020-08-13T08:44:20.475Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],259,https://megapx-assets.dcard.tw/images/a83cec65-d8a5-455c-b13d-f2bde3923a12/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/3347fbd9-204f-42e5-890d-1b00b2b9d278/orig.jpeg,image/jpeg,200.0,200.0,,,
15,934ab7f8-a550-4b6a-b97c-44fc63a3345e,ntnu,師範大學,師範大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7765,False,False,2016-05-19T16:15:15.764Z,2020-08-13T08:53:04.527Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],80,https://megapx-assets.dcard.tw/images/7d5039ea-54c1-4515-96ce-6d4bfcb2aa96/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/6d409cfc-8310-4975-a38e-389940f1ab88/orig.jpeg,image/jpeg,200.0,200.0,,,
461,81d355d4-5f2e-45fb-8399-984c5296d73e,nct,NCT,歡迎加入NCT World💚發文前請先閱讀板規💚,7699,False,False,2020-12-18T10:00:36.645Z,2021-04-11T15:17:56.791Z,False,False,False,False,False,True,False,False,True,,記得選擇標題分類👆,[],"['NCT', 'NCT127', 'NCTDream', 'WayV']",False,[],0,"['classic', 'video', 'image', 'link']",False,small,,,98,https://megapx-assets.dcard.tw/images/94cd71fc-9f56-485a-a2b1-93ab9f368d00/orig.jpeg,image/jpeg,1080.0,360.0,https://megapx-assets.dcard.tw/images/71eca45d-a62a-4529-a14a-431073d3b9e8/orig.jpeg,image/jpeg,200.0,200.0,,,
421,3ec80bb0-2f02-478f-9afd-711327b460c5,google,Google/Android,"歡迎發文討論 Alphabet 旗下相關產品、服務、技術或活動，例如 Google、Android、Chromium、Nest、Wear OS、Tensorflow、Waymo 等等。

發文請加標題分類。",7657,False,False,2020-07-31T03:45:28.382Z,2020-12-14T12:33:22.228Z,False,False,False,False,False,True,False,False,True,,,[],['Android'],False,[],0,"['classic', 'link']",False,small,[],[],32,https://megapx-assets.dcard.tw/images/c53e4a07-31b6-4f9f-8095-09a4e0ab3cd8/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/339e6e08-5ae2-4ded-b361-176068f673fc/full.jpeg,image/jpeg,200.0,200.0,,,
23,d477f90b-56e4-423d-8686-3524dc331bd5,nkfust,高雄第一科大,高雄第一科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7612,False,False,2016-05-20T00:15:15.776Z,2020-08-13T08:50:03.164Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],79,https://megapx-assets.dcard.tw/images/1a31e4b4-3daa-46e7-addd-562d1ee970e5/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/b67f780a-a98d-4f0d-ad79-71563a0d28fe/orig.jpeg,image/jpeg,200.0,200.0,,,
11,a8a2712f-80de-40c6-971f-c7bbb77716fe,ndhu,東華大學,東華大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7535,False,False,2016-05-19T12:15:15.758Z,2020-08-13T08:49:53.852Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],425,https://megapx-assets.dcard.tw/images/1517a9b4-f01c-4cc7-b2bb-3224f87cddf7/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/32a86221-9082-4dfe-9c3d-27125e361df3/orig.jpeg,image/jpeg,200.0,200.0,,,
13,b6634fbb-b96a-41c6-82e1-80c18ed23dec,ntut,北科大,北科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7532,False,False,2016-05-19T14:15:15.761Z,2020-08-13T08:46:41.566Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],91,https://megapx-assets.dcard.tw/images/ad6ab485-9ad7-4872-84b0-00a967940d1b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/dc2aafc4-9004-455d-ba1f-a6eb5a6375c6/orig.jpeg,image/jpeg,200.0,200.0,,,
412,332fec2f-7d2c-40f2-b594-cef586c849c5,playstation,PlayStation,"歡迎來到PlayStation版，各位可以分享你們玩遊戲的心得，攻略，以及PlayStation的新聞。
請先詳閱版規，切勿違反呦",7420,False,False,2020-05-19T05:38:33.868Z,2020-09-24T08:33:47.078Z,False,False,False,False,False,True,False,False,True,,請注意⚠️內文須超過十五個中文字元⚠️,[],"['心得', '攻略', 'PS5', 'PS4', '新聞', 'PlayStation']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],12,https://megapx-assets.dcard.tw/images/5f795fff-a810-4cc5-a568-07cfa92964cb/orig.jpeg,image/jpeg,1181.0,393.0,https://megapx-assets.dcard.tw/images/35173eb6-2043-4e37-93ee-c84d85281720/orig.jpeg,image/jpeg,200.0,200.0,,,
424,758a54be-4d68-43a8-b1db-b870a62b6d3f,kart_rider,跑跑卡丁車,"各位不管是電腦板，或是手遊板都歡迎在此板討論
此板主要以情報、心得、閒聊、問題討論為主
分享情報請以官方公佈為主，也請各位理性討論",7332,False,False,2020-07-31T03:48:26.983Z,2020-09-24T08:34:10.115Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],137,https://megapx-assets.dcard.tw/images/12f0548b-8f74-4ff3-8014-6542492b8dd2/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/b7c3ce73-3e4c-42b9-a08e-0b905df5b59d/full.jpeg,image/jpeg,200.0,200.0,,,
33,2d5b4fc9-3eaa-4a8f-9dab-c9a835c2d5fa,usc,實踐大學,實踐大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7318,False,False,2016-05-20T10:15:15.790Z,2020-08-13T09:00:11.117Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],192,https://megapx-assets.dcard.tw/images/02051c8f-af89-4f73-a044-fce6d518bed3/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/27c8e3ef-ae4c-485e-aa89-32b3f8783cd9/orig.jpeg,image/jpeg,200.0,200.0,,,
99,9c3a9c20-5f82-4bb9-ab7a-7bd994dfa0f5,yuntech,國立雲林科技大學,國立雲林科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7312,False,False,2016-06-21T18:50:14.053Z,2020-08-13T08:47:34.311Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],117,https://megapx-assets.dcard.tw/images/d0572a23-5a4f-4120-8dbb-dd7198ca70e2/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/5aa6be25-ba3a-41c0-b25f-5544519f5bff/orig.jpeg,image/jpeg,200.0,200.0,,,
24,7e1a5d67-6085-491b-987a-e8ab6ddbd3ce,ntust,台科大,台科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7273,False,False,2016-05-20T01:15:15.778Z,2020-08-13T08:50:44.027Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],71,https://megapx-assets.dcard.tw/images/80ba5305-f90f-4efa-8f5c-ad9837eb5e8f/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/a3120743-b923-4ade-8417-5ed491d80471/orig.jpeg,image/jpeg,200.0,200.0,,,
54,5356b09c-7622-4b58-b010-fbbe9e329536,ncut,勤益科大,勤益科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7255,False,False,2016-05-21T07:15:15.821Z,2020-08-13T08:58:51.840Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],163,https://megapx-assets.dcard.tw/images/da84c03a-6a85-4755-b290-7a525e4f0e1c/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/52253565-bbd2-46bc-b193-b7d615d8b355/orig.jpeg,image/jpeg,200.0,200.0,,,
391,c73d4eb9-bf99-4cfd-a874-bf2d0c1b527c,service,服務業,歡迎來到服務業版，不管你是哪一種工作性質的，只要是需要服務人就是服務業！想說老闆多機車，客人多奧都歡迎暢聊。,7250,False,False,2020-04-20T05:50:17.769Z,2020-05-13T19:31:58.191Z,False,False,False,False,False,True,False,False,False,,文章開頭加上#工作屬性，方便辨識並標註話題,[],"['靠北老闆', '靠北奧客']",False,[],0,['classic'],False,small,[],[],16,https://megapx-assets.dcard.tw/images/e94ad039-97d0-43ae-8ebc-d3f049785d7f/orig.jpeg,image/jpeg,1387.0,462.0,https://megapx-assets.dcard.tw/images/2ce054fa-31df-4947-8780-d227e7ea7f25/orig.jpeg,image/jpeg,200.0,200.0,,,
479,65c97d05-4696-4c49-8906-acb6398ba317,clubhouse,Clubhouse,語音社交平台 Clubhouse 專屬討論交流板，你都聽或是開哪些房間？快來分享！,7246,False,False,2021-02-04T14:19:25.224Z,2021-02-04T14:45:41.126Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'image', 'video', 'link']",False,small,,,45,https://megapx-assets.dcard.tw/images/1fe4b1bc-8c76-4d3f-b4b2-b73619c232c0/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/25601f75-4825-453b-93ce-086a8480a3ea/full.jpeg,image/jpeg,200.0,200.0,,,
185,f04ba238-e83a-4361-a654-2bbbb62cb37e,hkmacrelationship,港澳感情事,專屬於香港澳門討論感情事o既全匿名討論區～無論係感情難題定係啱啱分手都可以係度盡情傾訴～發文請注意需超過15個中文字,7238,False,False,2018-12-28T07:07:27.625Z,2020-10-28T08:08:35.041Z,False,True,True,False,True,True,False,False,False,,,[],"['拍拖', '單身', '感情', 'A0']",False,"['HK', 'MO']",0,"['classic', 'image', 'video', 'link']",False,small,,,725,https://megapx-assets.dcard.tw/images/1cd57e18-7d10-4858-a6bb-c1c07f987ec6/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/8dc99393-1161-494f-90a0-db7aa57882ca/orig.jpeg,image/jpeg,200.0,200.0,,,
413,b5bffbd7-da4f-4591-8323-e763b3accf4d,pc_game,PC Game,歡迎大家來找隊友一起打團，排位，分享攻略等等,7160,False,False,2020-05-19T05:39:41.737Z,2020-10-23T16:26:12.563Z,False,False,False,False,False,True,False,False,False,,,[],"['Steam', 'EA', 'Origin']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],18,https://megapx-assets.dcard.tw/images/b8286277-19cb-42e2-88ea-e88dd0c4a474/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/82738950-377d-4886-b2a9-7fc43405ea58/full.jpeg,image/jpeg,200.0,200.0,,,
90,b95f455f-e866-4536-aa5d-f898c7ca795c,chihlee,致理科技大學,致理科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7116,False,False,2016-05-22T19:15:15.870Z,2020-08-13T08:54:51.426Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],160,https://megapx-assets.dcard.tw/images/f4b4d213-6e7c-41db-bb8d-5fd70d5f8d5f/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/2c191310-2a90-4a1b-86a8-31eac7855e58/orig.jpeg,image/jpeg,200.0,200.0,,,
105,2f45090c-7dc0-4373-87d4-722067905cd5,ksu,崑山科大,崑山科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7101,False,False,2016-07-05T17:58:22.279Z,2020-08-13T08:46:10.452Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],142,https://megapx-assets.dcard.tw/images/c8025006-9874-4eb9-91fd-8923e4fdb57b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/fae2f7eb-a285-49c9-8c70-1d06266159b9/orig.jpeg,image/jpeg,200.0,200.0,,,
415,0acd2601-4462-4bcb-9802-3ca7aacab20c,dd52,菱格世代 DD52,,7076,False,False,2020-05-26T12:48:20.450Z,2020-05-28T03:51:30.187Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,['classic'],False,small,[],[],26,https://megapx-assets.dcard.tw/images/fd6555ba-3a16-4c82-a765-d37ef8bfb6df/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/4890ca81-a3d1-44bc-92db-061c75d5b15b/full.jpeg,image/jpeg,200.0,200.0,,,
62,ddc537be-fa2e-4b88-833d-925851f1b8a7,nptu,屏東大學,屏東大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7072,False,False,2016-05-21T15:15:15.831Z,2020-08-13T08:56:01.277Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],330,https://megapx-assets.dcard.tw/images/ce49bd50-ccf8-4415-acd5-1f0305dae7f0/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/ad47952f-c1f7-4a35-bdd8-7066e4d476d3/orig.jpeg,image/jpeg,200.0,200.0,,,
402,d9f27e0c-6d9d-4ac9-ab76-c333acade9a6,reptile,爬蟲,"我們不歡迎對我們有惡意的人來我們的板面！😈
這是動物爬蟲板‼️🈲昆蟲；不是網路（程式）爬蟲板，注意下。🙏
我們也歡迎兩棲、節肢動物（禁止昆蟲）分享喔！
記得選「標題分類」喔！",7024,False,False,2020-05-12T06:11:27.589Z,2021-03-20T06:16:18.130Z,False,False,False,False,False,True,False,False,True,,注意規範 禁止昆蟲(눈‸눈),[],"['蛇', '守宮', '蜥蜴', '龜', '兩棲']",False,[],0,"['classic', 'link']",False,small,[],[],50,https://megapx-assets.dcard.tw/images/04fb4415-78e5-404c-8cfb-5c1eb48c4727/orig.jpeg,image/jpeg,1280.0,426.0,https://megapx-assets.dcard.tw/images/6d8bf9b2-d8f9-49dd-a017-bf90102ce13e/orig.jpeg,image/jpeg,200.0,200.0,,,
52,2876676a-6230-42d7-b543-94da1c79d8dd,kuas,高應大,高應大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,7003,False,False,2016-05-21T05:15:15.818Z,2020-08-13T08:41:59.717Z,False,False,False,True,False,True,False,False,False,,,['課程評價'],[],False,[],0,"['classic', 'link']",False,small,[],[],42,https://megapx-assets.dcard.tw/images/149d27e0-cf4e-44a8-944a-b3aab22789fb/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/fbbf3eeb-2bd1-4496-acad-07cf4ca0f0ab/orig.jpeg,image/jpeg,200.0,200.0,,,
