,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,subcategories,topics,nsfw,limitCountries,limitStage,availableLayouts,favorite,postThumbnail.size,ipCountryCondition.exclude,ipCountryCondition.include,postCount.last30Days,heroImage.url,heroImage.type,heroImage.width,heroImage.height,logo.url,logo.type,logo.width,logo.height,mediaThreshold.RACY,mediaThreshold.ADULT,mediaThreshold.VIOLENCE
280,70c4b5d1-055e-48a7-b874-2c9dace6e4d6,snack,零食,"喜歡吃餅乾跟糖果的大家，一起分享好吃的零食吧
往幸福的路上肥下去~~~~~~~",49354,False,False,2020-02-04T07:37:23.573Z,2020-09-14T06:39:55.409Z,False,False,False,False,False,True,False,False,True,,,[],['巧克力'],False,[],0,"['classic', 'link']",False,small,[],[],50,https://megapx-assets.dcard.tw/images/aac7ecf2-ec7c-46ce-a639-5adec3a54214/orig.jpeg,image/jpeg,845.0,281.0,https://megapx-assets.dcard.tw/images/854e2bc4-0c88-4e3b-be78-d14786127b9e/orig.jpeg,image/jpeg,187.0,187.0,,,
363,1d909998-c33f-4556-8685-63e507cdc853,gov_employee,公職,,47840,False,False,2020-02-04T07:51:13.573Z,2020-12-12T18:14:05.702Z,False,False,False,False,True,True,False,False,True,,☝🏻標題要分類（上面有選單）☝🏻,[],[],False,[],0,['classic'],False,small,[],[],280,https://megapx-assets.dcard.tw/images/8ebf0767-35ce-494a-86cd-b71f30b7ab48/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/b264f084-8658-4b0e-969a-e9916d2877a9/orig.jpeg,image/jpeg,200.0,200.0,,,
281,ffc2ebb1-9985-4ce8-8f30-7dfdca609afa,cvs,超商,⚠️商業廣告相關文章規範上線！請務必詳細閱讀⚠️,47571,False,False,2020-02-04T07:37:33.573Z,2021-02-07T16:10:33.482Z,False,False,False,False,False,True,False,False,True,,自2020/12起，發文前，上面標題分類↑ 要記得選喔,[],['超商版重要通知'],False,[],0,"['classic', 'link']",False,small,[],[],97,https://megapx-assets.dcard.tw/images/94e5c38c-d86d-439d-8d45-6726b018a12f/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/0d516394-42b2-421c-8fae-61ce8eed48f0/orig.jpeg,image/jpeg,200.0,200.0,,,
246,6cf320df-3f3a-495f-9764-3dfbef767c49,korea_star,韓星,"本板討論事項為大韓民國相關演藝人員(練習生、舞者、選秀節目參賽者等)，非為本板討論對象者，一律刪文處理。

討論來源為新聞、影音、節目內容等確定來源之消息，也歡迎多多推廣自己喜愛的偶像明星，請勿擅播不實之謠言。

本板除了本身板規外，也依照Dcard全站站規處理相關檢舉。

歡迎各位多多利用韓星板，多多交流",47430,False,False,2020-02-04T07:31:43.573Z,2020-11-03T07:47:40.472Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],73,https://megapx-assets.dcard.tw/images/994fcf8f-ec3b-4823-83a3-6fde1681c55e/orig.jpeg,image/jpeg,640.0,213.0,https://megapx-assets.dcard.tw/images/4e3e5ef1-262d-440b-a012-87620eba4f42/orig.jpeg,image/jpeg,200.0,200.0,,,
254,f74a0662-cb27-4d45-a6b7-7f87d3d02396,stationery,文具,"歡迎各位文具愛好者加入ლ(‧´ｪ`‧ლ)
小心不要踩到守門的板龜
違反規定的夥伴們就...✂️嘿嘿嘿",46941,False,False,2020-02-04T07:33:03.573Z,2021-03-29T15:59:20.928Z,False,False,False,False,False,True,False,False,True,這裡是文具板的標題 (๑•̀ω•́)ノ,請在上方選擇 #活動 #心得 #問題 #分享 #知識 #求救 分類,[],"['文具板', '文具控', '文具展', '文具', '鋼筆', '手帳', '紙膠帶', '拼貼']",False,[],0,['classic'],False,small,,,48,https://megapx-assets.dcard.tw/images/ea4d65ac-2370-4260-a850-95abe79b5ea8/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/d49a2060-c355-410a-a228-b44658a22f7a/orig.jpeg,image/jpeg,200.0,200.0,,,
336,577f29b9-ef96-4e05-9e79-55e2a7d6e3db,app,App,"歡迎來到APP 板，發文前請詳閱板規，
發文請於標題使用#做分類。
參考分類標題:
#分享 - #分享 2019年度好用軟體
#請益 - #請益 如何在Excel中插入甘特圖?
#討論 - #討論 簡報大家喜歡使用PowerPoint或是Keynote?
#求救 - #求救 電腦軟體閃退!!!",45670,False,False,2020-02-04T07:46:43.573Z,2021-03-05T13:16:53.106Z,False,False,False,False,False,True,False,False,True,,發文請從上方選擇標籤分類,[],"['分享', '教學']",False,[],0,"['classic', 'link']",False,small,[],[],276,https://megapx-assets.dcard.tw/images/c3004a85-f254-440f-9c26-19c003344b07/orig.jpeg,image/jpeg,1248.0,416.0,https://megapx-assets.dcard.tw/images/49635bfd-a02f-4b07-83bb-717da73e804a/full.jpeg,image/jpeg,200.0,200.0,,,
322,863b960a-72a8-4479-80a2-b976275c002e,basketball,籃球,供討論、分享、詢問與籃球相關的話題。或是各種國內外賽事（例：NBA、SBL、HBL、瓊斯盃等...）皆可在此討論！,45291,False,False,2020-02-04T07:44:23.573Z,2020-05-20T10:26:12.343Z,False,False,False,False,False,True,True,False,False,發文請記得在下一步驟加入「相關話題」或其他相關分類喲！,,[],"['JUSTDOIT', 'UBA', 'HBL', 'NBA', '林書豪', '瓊斯盃', 'JR', 'SBL', 'LBJ', '寶島夢想家']",False,[],0,['classic'],False,small,,,386,https://megapx-assets.dcard.tw/images/992d2e61-310c-4520-aa34-54a357b5bb0b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/a5666150-9277-4fb5-be6b-72a600c8a09e/full.jpeg,image/jpeg,200.0,200.0,,,
348,b22d2f5d-3c06-4d08-96b8-770eb38e8f96,nursing,護理,"請選擇標題分類發文。並不要再新增多餘的#等記號，直接打標題及文章內容。

提供給職場的各位一個詢問環境的地方，也提供給護生們提前準備爆肝生活的動力！
希望大家都能好好討論，發現不適合的文或回應也好好檢舉，讓護理版能夠維持良好風氣",43620,False,False,2020-02-04T07:48:43.573Z,2021-02-07T16:58:49.350Z,False,False,False,False,False,True,False,False,True,,發文前，請選擇⬆️標題分類，否則刪文,[],"['實習', '薪資', '醫院宿舍', '單位', '臨床', '面試', '國考']",False,[],0,['classic'],False,small,,,334,https://megapx-assets.dcard.tw/images/60e6b385-a32b-4b58-8fde-e37aa917226b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/d2c901a3-18f6-425c-aa51-a7e985ad9524/orig.jpeg,image/jpeg,200.0,200.0,,,
277,6120536f-6a70-49bb-8891-ec0ba2f4b396,coffee,咖啡,"義式、拿鐵、美式、黑咖啡...，不管哪種咖啡，只要你喜歡，他就是一杯好咖啡。
讓我們一起來，分享每一杯咖啡的美好、感動與故事，並找到最愛的，那杯專屬於你的咖啡。",42523,False,False,2020-02-04T07:36:53.573Z,2020-08-13T05:57:59.232Z,False,False,False,False,False,True,False,False,True,,,[],"['CoffeeReview', '咖啡', '拿鐵', '摩卡', '卡布奇諾', '美式', '黑咖啡', '手沖', '賽風壺', '義式咖啡', '濃縮咖啡', '單品', '濾杯', '磨豆機', '豆子']",False,[],0,"['classic', 'link']",False,small,[],[],36,https://megapx-assets.dcard.tw/images/4d21cc6d-d809-4782-ab66-6ebd67ca8082/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/20ce47af-5f76-4eca-b57c-652b8dfcf61b/orig.jpeg,image/jpeg,200.0,200.0,,,
356,45a2cade-341a-4d5d-a1d8-b1cf82f77277,intern,實習職缺,"Dcard 提供各公司企業於實習職缺板張貼相關工作資訊，請務必依照格式填寫發文表單，經小天使審核後會張貼在看板上。
＊若要討論職場心得、面試經驗等可至「工作板」哦！＊",42302,False,False,2020-02-04T07:50:03.573Z,2020-05-20T10:27:07.469Z,False,True,False,False,False,True,False,False,False,如需刊登職缺請至「置頂文」尋找表格填寫！,,[],[],False,[],0,['classic'],False,small,,,34,https://megapx-assets.dcard.tw/images/e20a6c75-7dc6-4dce-a170-d3fe57389007/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/22029efe-e5c9-4f7d-b2c4-9850f0406943/full.jpeg,image/jpeg,200.0,200.0,,,
368,a91cd696-aaa9-4e11-a216-e7d37f898ec7,taichung,台中,歡迎分享屬於你（妳）的台中故事，生活、美食、工作等等，都是你可以分享的內容。,42241,False,False,2020-02-04T07:52:03.573Z,2020-09-14T06:40:04.261Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],264,https://megapx-assets.dcard.tw/images/a4c95571-905e-41e3-8dad-b7b9514ffd5c/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/d29a7540-9895-45c4-b77a-9e330b9aeee6/full.jpeg,image/jpeg,200.0,200.0,,,
267,5e4df604-ce17-49d0-a7bf-621022e76fc0,aviation,航空,"🔺請詳閱板規後發文，違者逕行刪文🔺
《標題請加分類》
1.禁止當個人發問板，本板以“分享”為主
討論航空職業、飛行經驗等等航空資訊。

2.請先於現有文章下“留言”發問和“爬文”，勿直接發文。

3.板友解答時也請多多友善，許多人可能不像航空迷知道比較多，知道的板友再煩請耐心回答！",42179,False,False,2020-02-04T07:35:13.573Z,2021-04-11T11:40:51.204Z,False,False,False,False,False,True,False,False,False,,請在標題前加上 #分類,[],"['航空面試', '飛機餐', '飛行紀錄', '地勤', '空服員', '航空', '培訓機師']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],35,https://megapx-assets.dcard.tw/images/a7660245-e2eb-4260-94a2-4137e8074301/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/a4c4c7d8-fc0e-4f62-a6c9-7116f9820af5/orig.jpeg,image/jpeg,200.0,200.0,,,
386,cbf56d6a-2fa9-4c63-b646-47b27abf1c02,animal_crossing,動物森友會,動物森友會板提供卡友們討論攻略、情報分享、無人島生活心得跟詢問集合吧！動物森友會之相關問題！,42015,False,False,2020-03-31T03:24:35.412Z,2021-03-03T15:30:29.031Z,False,False,False,False,False,True,False,False,False,,可以討論攻略、情報分享、無人島生活心得跟詢問集合吧！動物森友會之相關問題！希望大家發文前注意用詞，要友好相處狸！,[],"['動物森友會', '島民', 'switch', '任天堂', '動森', '動物之森', '動森主機']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],2111,https://megapx-assets.dcard.tw/images/0d957176-0875-441a-a173-d67765e3cc65/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/5bc9d956-0bbe-42bc-ab29-f01eec167f34/full.jpeg,image/jpeg,200.0,200.0,,,
293,97eb486d-2f9d-4912-8b5d-b8f539e449d4,indiemusic,獨立音樂,"討論與分享獨立、非主流音樂資訊
討論各種 的心得與資訊，包含但不限於：音樂祭、演唱會、表演等等",41822,False,False,2020-02-04T07:39:33.573Z,2020-08-13T06:02:39.059Z,False,False,False,False,False,True,False,False,False,123 go,,[],"['音樂祭', 'punk', 'hiphop', 'folk', 'blues', 'rock', 'funk', 'jazz', 'dreampop', 'citypop', '農農', '法蘭黛', '落日飛車', '懷孕飛車']",False,[],0,"['classic', 'link']",False,small,[],[],107,https://megapx-assets.dcard.tw/images/e515d597-a36c-48fb-803c-557eee37179b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/77cf293f-f31e-4d64-a091-7d51b42abfbf/orig.jpeg,image/jpeg,200.0,200.0,,,
290,2e57a052-affa-4b32-a68d-98d7d6020c12,korea_tvshow,韓綜,"歡迎於本板討論韓國綜藝節目相關資訊與心得。
禁止空泛內容",41391,False,False,2020-02-04T07:39:03.573Z,2021-02-17T09:45:25.558Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],6,https://megapx-assets.dcard.tw/images/04defdea-83bd-438c-9a57-8b526290f22a/orig.jpeg,image/jpeg,1800.0,599.0,https://megapx-assets.dcard.tw/images/bf544e9f-ec00-4357-9812-a056e9d4a046/full.jpeg,image/jpeg,200.0,200.0,,,
420,214c3abb-6cf8-44b2-86b3-c156a9c5bbf2,nba,NBA,"季後賽熱烈進行中，快來一起討論吧！
在這裡不用擔心因為用了 “崩潰” 這個詞被水桶喔^^",40495,False,False,2020-07-30T06:24:14.191Z,2020-09-05T05:04:58.046Z,False,False,False,False,False,True,False,False,True,,建議加入分類喔！,[],"['NBA', 'NBA數據', '湖人BOX', '快艇BOX', '公鹿BOX', '塞爾提克BOX', '暴龍BOX', '熱火BOX', '雷霆BOX', '火箭BOX', '金塊BOX']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,,,418,https://megapx-assets.dcard.tw/images/e6578008-14c4-4255-a65f-2a6bde18e1a4/full.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/7b61e121-ad9a-4057-a823-9cacd5b09558/full.jpeg,image/jpeg,200.0,200.0,,,
333,9a62803d-a808-4a80-ad8c-1a3f2098c7bd,boy,男孩,專屬男孩的討論版，提供和男生有關的話題討論。也能在這裡匿名分享、抒發、詢問遇到的困擾，或是即將登入國軍Online的你也能在這裡找到同梯好兄弟！（＊禁止張貼裸露性器官之圖文＊）,37598,False,False,2020-02-04T07:46:13.573Z,2020-08-13T06:00:57.703Z,False,False,True,False,True,True,False,False,False,發文記得加入「話題」分類喲！,,"['表特', '軍旅', '心事']","['男生保養', '兵變', '新訓', '男用香水', '當兵', '替代役', '學長幫幫我', '撩妹', '戒尻', '國軍', '表特', '入伍', '鬍子', '長高', '痘痘']",True,[],0,"['classic', 'link']",False,small,[],[],111,https://megapx-assets.dcard.tw/images/f9e9ccc4-59c2-456b-b31b-56a1b65805bd/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/9107cce1-b677-4288-b0b1-c6b55569c428/full.jpeg,image/jpeg,200.0,200.0,,,
243,9e4476fc-d1b4-4490-a578-fc4dc95ffc52,bts,BTS,"怎麼了？
我們看起來像是在Billboard Hot 100上蟬聯兩週冠軍，接著又連續蟬聯兩週亞軍之後再次得到冠軍和亞軍後，又同時以Savage Love和Dynamite登上冠軍和亞軍，然後在Billboard Music Awards上連續四年獲得Top Social Artist獎之外Dynamite又被葛來美提名入圍Best Pop Duo/Group Performance後再以抒情曲Life goes on和Dynamite回歸Billboard Hot 100冠軍及季軍的歌手的粉絲嗎？",37014,False,False,2020-02-04T07:31:13.573Z,2020-12-01T02:35:41.849Z,False,False,False,False,False,True,False,False,True,,請記得詳閱板規後再發文哦！,[],"['米糕麻麻的公告', '阿米手冊']",False,[],0,"['classic', 'image', 'video']",False,small,,,136,https://megapx-assets.dcard.tw/images/e114e167-57cc-4b31-9c58-cb455d90c70c/orig.jpeg,image/jpeg,1080.0,360.0,https://megapx-assets.dcard.tw/images/e59b6b31-1597-4d2e-9a6b-3497c048f3e0/orig.jpeg,image/jpeg,200.0,200.0,,,
343,c6fcf4d2-144b-40f7-b6f5-da4452e1616d,mobile_payment,行動支付,歡迎大家來行動支付板，希望大家可以善用此板資源，讓自己的生活更便利,36303,False,False,2020-02-04T07:47:53.573Z,2021-02-23T06:39:46.729Z,False,False,False,False,False,True,False,False,True,,⚠️記得選最上面的分類⚠️,[],"['優惠', '行動支付', '閒聊', '分享']",False,[],0,"['classic', 'link']",False,small,[],[],25,https://megapx-assets.dcard.tw/images/05d1a242-fa7a-4ae5-9816-536b543a2a99/full.jpeg,image/jpeg,600.0,200.0,https://megapx-assets.dcard.tw/images/afd2aacc-9b7b-4b42-a119-42d12c2f6b9b/orig.jpeg,image/jpeg,200.0,200.0,,,
354,ee51d6cd-ad7e-4d73-b79a-3ce32ea7798b,japan_life,日本生活,"🇯🇵歡迎分享各種日本留學、工作、打工度假等等旅日生活資訊及心得。
也歡迎準備前往日本生活的人討論各種疑難雜症🇯🇵",36191,False,False,2020-02-04T07:49:43.573Z,2020-09-14T06:35:05.028Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link']",False,small,[],[],31,https://megapx-assets.dcard.tw/images/d73d8240-b218-4280-9c8d-396d15527ec4/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/7b598fec-d25e-41ea-9d7c-fc67706ee1a0/orig.jpeg,image/jpeg,200.0,200.0,,,
279,de71b09b-b66a-40ca-baa7-759d5b10d49a,fastfood,速食,"歡迎各位速食愛好者來到本板！
無論是令人驚豔的新品，或是超級殺的優惠券，抑或是各種有關速食的疑難雜症，
都歡迎各位一起來討論📢📢📢",35908,False,False,2020-02-04T07:37:13.573Z,2020-10-04T13:24:28.122Z,False,False,False,False,False,True,False,False,True,,"發文不必再自己打分類囉！
(請在上方選擇 標題分類)",[],"['麥當勞', '摩斯', '肯德基', '優惠券']",False,[],0,"['classic', 'link']",False,small,[],[],52,https://megapx-assets.dcard.tw/images/0a76ae91-80ff-42ea-a760-75b82f6b0f34/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/fe822c3a-46d4-4c3b-90ab-5a30eebaf234/full.jpeg,image/jpeg,200.0,200.0,,,
316,eb4592f3-bd75-44f0-839a-2da590a202fc,shin_chan,蠟筆小新,"歡迎各位小新粉多在板上分享、交流～～

⚠️新板規上路，發文前請詳閱板規
標題開頭請按照以下格式用# 加以分類：
①#問 — 發文詢問任何有關蠟筆小新的問題［例如：問集數(名)、周邊商品資訊、圖片桌布等...］
②#影片 — 文章內分享有關小新的影片
③#圖片 — 文章內分享有關小新的桌布、梗圖、手繪或影片截圖等...
④#討論 — 發文與其他板友討論有關蠟筆小新的劇情、人物或是周邊商品等內容
⑤#分享 — 文章內分享除了②影片、③圖片和⑥快閃店以外的其他內容(例如：周邊商品、海外小新商店或開箱等...)
⑥#快閃店 — 如有快閃店的資訊，標題請加#快閃店，讓板友能快速接獲資訊！",35823,False,False,2020-02-04T07:43:23.573Z,2021-03-07T15:36:40.112Z,False,False,False,False,False,True,False,False,True,,記得依照板規規定，於開頭加以分類😉,[],"['小新', '小葵', '小白', '美冴', '廣志', '阿呆', '正男', '妮妮', '風間', '快閃店']",False,[],0,"['classic', 'link']",False,small,[],[],32,https://megapx-assets.dcard.tw/images/98740740-49d8-4231-9177-0db1bba4f800/orig.jpeg,image/jpeg,1362.0,454.0,https://megapx-assets.dcard.tw/images/2fc8abfd-a208-485c-b4a8-b30f6428b229/orig.jpeg,image/jpeg,200.0,200.0,,,
317,f4388191-41f8-428d-af69-d07d4481dc9e,sport,運動,本板提供討論各式運動技巧、運動器材的經驗分享，或是運動傷害的治療、預防也可在此發文討論。,35007,False,False,2020-02-04T07:43:33.573Z,2020-05-20T10:27:45.782Z,False,False,False,False,False,True,False,False,False,發文記得加入「話題」分類喲！,,"['籃球', '棒球', '排球']","['JUSTDOIT', '亞運', '泳渡日月潭', '馬拉松', '游泳', '滑板', '登山', '攀岩', '潛水', '慢跑', '運動內衣', '運動彩券', '物理治療', '運動傷害', '排球', '歐冠', 'FIFA', '球拍', '啦啦隊', '體操', '奧運', '冬季奧運']",False,[],0,['classic'],False,small,,,158,https://megapx-assets.dcard.tw/images/53fde3ea-4e53-4668-a058-64af758cd6df/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/bffddcf8-80e2-4ec3-b1ea-15541f52b5d6/full.jpeg,image/jpeg,200.0,200.0,,,
393,61fc48f0-84f5-4117-8016-01b16f702791,job_search,求職,"歡迎於本板討論各種求職相關話題。
無論是求職經驗分享、甘苦談、求職評價都可以在這裡討論喔～",34007,False,False,2020-04-20T05:51:34.863Z,2020-09-14T06:45:56.410Z,False,False,False,False,False,True,False,False,False,,"【公司名稱】

【工作職缺】

【工作內容】

【工作地點】請填工作詳細地址，或註明在家工作

【工作時間】請註明上下班時間、有無午休時間、休假與加班，若是排班制，也請註明每個班別的時段

【徵求條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【加分條件】禁止違反就業服務法及性別工作平等法等台灣現行法律，嚴禁特定性別與年齡

【薪資待遇】請註明薪資範圍，不得低於台灣現行基本工資

【公司福利】

【聯絡方式】請填寫聯絡人、聯絡資訊，聯絡方式不得只有通訊軟體或社群網站帳號

【其他備註】",[],"['面試經驗', '2020聯合校徵']",False,[],0,"['classic', 'link']",False,small,[],[],202,https://megapx-assets.dcard.tw/images/d9732b64-419e-485a-bf2e-7d71457e7418/orig.jpeg,image/jpeg,240.0,80.0,https://megapx-assets.dcard.tw/images/caf64188-7b8d-409d-bded-c809226a192c/orig.jpeg,image/jpeg,200.0,200.0,,,
253,b6d3c83f-4799-4154-98cb-a7e2437d5b22,caligraphy,手寫,筆跡，是偶然的春暖花開，必然的源遠流長。,33891,False,False,2020-02-04T07:32:53.573Z,2020-10-05T16:40:06.861Z,False,False,False,False,False,True,False,False,True,,,[],"['手寫', '手寫的溫度', '鋼筆', '新詩']",False,[],0,"['classic', 'link']",False,small,[],[],102,https://megapx-assets.dcard.tw/images/4e8f2198-fce6-4493-975d-6931d1798c93/orig.jpeg,image/jpeg,1125.0,375.0,https://megapx-assets.dcard.tw/images/e26bafd0-26a0-467a-9283-669ed13ef3f9/full.jpeg,image/jpeg,200.0,200.0,,,
237,c1f60d65-4f49-4a56-9c00-f162c93e31a9,parentchild,親子,無論是還沒懷孕、正在懷孕、教養孩子，親子之間的喜怒哀樂，都可以在親子板分享交流，讓 Dcard 與你一同成長吧！,32537,False,False,2020-02-04T07:30:13.573Z,2020-09-14T06:34:13.215Z,False,False,False,False,True,True,False,False,False,,,[],"['教養問題', '懷孕', '寶寶日記']",False,[],0,"['classic', 'link']",False,small,[],[],404,https://megapx-assets.dcard.tw/images/69dcfa76-77e8-44e6-8d16-8b8cc5cf7338/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/73218f2c-48b8-4ff5-996a-5c7a1da8a0a2/orig.jpeg,image/jpeg,200.0,200.0,,,
350,a6dc1b6b-0aca-4004-86c8-3af6cdbfad23,softwareengineer,軟體工程師,歡迎大家討論軟體開發路上遇到的各種坑，踩到的各種雷，以及想要砍 PM 的各種衝動,31868,False,False,2020-02-04T07:49:03.573Z,2020-09-14T06:34:06.479Z,False,False,False,False,False,True,False,False,True,,,[],"['隕石開發', '碼農', 'k8s', 'tensorflow', 'python']",False,[],0,"['classic', 'link']",False,small,[],[],135,https://megapx-assets.dcard.tw/images/a693d555-63cd-4719-b242-098d95b687ff/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/8415acf2-d286-4a5d-b045-7cb4db98516b/orig.jpeg,image/jpeg,200.0,200.0,,,
306,1485d642-95e2-4984-92c6-bf2e69ede925,lol,英雄聯盟,本板為英雄聯盟板，討論主旨為一切與英雄聯盟有關之事物與話題。,31449,False,False,2020-02-04T07:41:43.573Z,2020-09-24T08:28:28.164Z,False,False,False,False,False,True,False,False,False,,,[],[],False,[],0,"['classic', 'link', 'video', 'image']",False,small,[],[],260,https://megapx-assets.dcard.tw/images/3457801f-3cea-4a65-a542-5693bd03cef3/orig.jpeg,image/jpeg,1280.0,427.0,https://megapx-assets.dcard.tw/images/17230066-f572-4d8d-b1f1-19f73fa58b11/orig.jpeg,image/jpeg,200.0,200.0,,,
397,4fb1cbbf-57e3-46d0-9242-eb99fc0beea8,startup,創業,任何關於創業的話題都可以在這邊發表、提問！,31354,False,False,2020-04-20T05:56:27.713Z,2021-01-07T16:52:41.341Z,False,False,False,False,False,True,False,False,True,,請於上方⬆️選擇標題分類,[],"['創業歷程', '創業', '創業分享', '投資']",False,[],0,"['classic', 'link']",False,small,[],[],66,https://megapx-assets.dcard.tw/images/73787ba3-c47a-4ae7-b0f5-ef0bf6cd318a/orig.jpeg,image/jpeg,1800.0,599.0,https://megapx-assets.dcard.tw/images/9be6709a-cf3c-4b26-bc2b-ebd46311b1c5/orig.jpeg,image/jpeg,200.0,200.0,,,
308,e6b363d9-9ec0-450c-bdcc-7c0c30eb1084,boyslove,BL,本板提供討論、分享、詢問BL相關話題，歡迎分享各種屬性的糧推坑，也歡迎發表自創、二創小說或插圖哦！,30524,False,False,2020-02-04T07:42:03.573Z,2020-08-28T07:16:56.497Z,False,True,True,False,False,True,True,False,False,請記得在話題加入「作品名稱」或其他相關分類喲！,,[],"['BL原創', 'CP', '創作', '越界', '廣播劇', 'BL推坑', '腐', '圖', '耽美', '虐', '攻受', '腐女', '腐男', '同人', '書單', 'BL漫畫', 'BL小說', '作者', '正太', '真人']",True,[],0,['classic'],False,small,[],[],193,https://megapx-assets.dcard.tw/images/6b13c26b-a5c9-47cc-a294-8955db8d6b7d/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/9ac875d1-775e-4719-867a-6267012f585d/full.jpeg,image/jpeg,200.0,200.0,,,
370,e33fd5d2-025f-46e4-8b81-3f6fecdd25e1,whysoserious,廢文,人生苦短，why so serious,29626,False,False,2020-02-04T07:52:23.573Z,2020-08-13T06:00:08.683Z,False,True,True,False,False,True,False,False,False,,,[],[],False,[],2,"['classic', 'link']",False,small,[],[],50279,https://megapx-assets.dcard.tw/images/01e5491d-63ea-4253-a0a4-0dfad39d93c6/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/eb5e4c45-13f9-4ad1-b81b-695e7fd6acfc/full.jpeg,image/jpeg,200.0,200.0,,,
311,99049f5e-bb3d-420f-b708-52c384359952,pokemon,寶可夢,寶可夢板提供玩家們討論攻略、抓寶心得或情報分享及詢問 Pokémon  之相關話題！,29279,False,False,2020-02-04T07:42:33.573Z,2020-09-24T09:48:38.019Z,False,False,False,False,False,True,True,False,False,發文記得加入「話題」分類喲！,,['精選'],"['攻略', '道館', '色違', 'IV', '團戰', '星塵', '雷達', '進化', '快龍', '皮卡丘', '卡比獸', '神奇寶貝球']",False,[],0,"['classic', 'link', 'image', 'video']",False,small,[],[],281,https://megapx-assets.dcard.tw/images/9c9ac778-b194-4179-87c0-651b37bc6109/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/96f83382-c6c5-472b-94d8-98cc9588347e/full.jpeg,image/jpeg,200.0,200.0,,,
260,49eed176-a7ad-492c-b6cf-77733ab633ef,ecolife,無痕生活,"無痕生活板提供無痕飲食使用心得、環保低碳及減塑生活等經驗分享。
環保政策、環境問題與剩食議題有不同想法都能在此發文討論！",29270,False,False,2020-02-04T07:34:03.573Z,2020-05-20T10:26:27.206Z,False,False,False,False,False,True,True,False,False,發文記得加入「話題」分類喔！,,[],"['限塑政策', '不鏽鋼吸管', '玻璃吸管', '食物浪費', '無痕飲食', '月亮杯', '剩食餐廳', '衛生紙', '回收', '環保杯套', '食物袋', '徒步環島', '保鮮盒', '衛生棉條', '世界地球日']",False,[],0,['classic'],False,small,,,71,https://megapx-assets.dcard.tw/images/ad71ab91-1910-47c9-9cb5-c67cdd352c0b/orig.jpeg,image/jpeg,1800.0,600.0,https://megapx-assets.dcard.tw/images/e4534810-a7e8-494b-b69c-9caa8bd307d2/full.jpeg,image/jpeg,200.0,200.0,,,
